Mode: M
Intg. Time(us): 696
Saturation: 90

  0	113			
  1	114			
  2	116			
  3	112			
  4	114			
  5	113			
  6	113			
  7	115			
  8	114			
  9	112			
 10	114			
 11	113			
 12	115			
 13	115			
 14	114			
 15	115			
 16	113			
 17	115			
 18	115			
 19	112			
 20	115			
 21	113			
 22	113			
 23	116			
 24	112			
 25	114			
 26	116			
 27	113			
 28	118			
 29	114			
 30	116			
 31	119			
 32	122			
 33	130			
 34	144			
 35	172			
 36	220			
 37	273			
 38	328			
 39	357			
 40	359			
 41	350			
 42	339			
 43	328			
 44	333			
 45	336			
 46	356			
 47	385			
 48	422			
 49	486			
 50	576			
 51	682			
 52	809			
 53	930			
 54	984			
 55	995			
 56	971			
 57	901			
 58	853			
 59	807			
 60	770			
 61	736			
 62	697			
 63	659			
 64	626			
 65	607			
 66	608			
 67	611			
 68	608			
 69	616			
 70	613			
 71	609			
 72	612			
 73	619			
 74	625			
 75	621			
 76	627			
 77	622			
 78	620			
 79	613			
 80	616			
 81	613			
 82	622			
 83	625			
 84	626			
 85	630			
 86	636			
 87	639			
 88	635			
 89	626			
 90	630			
 91	622			
 92	625			
 93	614			
 94	608			
 95	598			
 96	590			
 97	593			
 98	584			
 99	585			
100	577			
101	574			
102	568			
103	569			
104	559			
105	556			
106	558			
107	550			
108	549			
109	547			
110	549			
111	546			
112	546			
113	541			
114	542			
115	534			
116	542			
117	533			
118	532			
119	533			
120	531			
121	539			
122	534			
123	530			
124	524			
125	525			
126	516			
127	515			
128	507			
129	509			
130	499			
131	494			
132	492			
133	482			
134	482			
135	477			
136	462			
137	455			
138	448			
139	437			
140	431			
141	414			
142	408			
143	400			
144	389			
145	379			
146	370			
147	361			
148	353			
149	336			
150	326			
151	322			
152	307			
153	303			
154	295			
155	286			
156	278			
157	268			
158	259			
159	255			
160	248			
161	242			
162	233			
163	227			
164	221			
165	216			
166	210			
167	206			
168	198			
169	194			
170	192			
171	185			
172	182			
173	181			
174	173			
175	171			
176	166			
177	163			
178	163			
179	155			
180	158			
181	153			
182	149			
183	149			
184	146			
185	143			
186	144			
187	139			
188	140			
189	137			
190	134			
191	134			
192	132			
193	132			
194	131			
195	128			
196	130			
197	126			
198	126			
199	127			
200	124			
201	124			
202	125			
203	119			
204	122			
205	122			
206	120			
207	119			
208	118			
209	120			
210	120			
211	118			
212	121			
213	116			
214	117			
215	117			
216	116			
217	116			
218	117			
219	114			
220	118			
221	117			
222	115			
223	118			
224	113			
225	116			
226	115			
227	113			
228	115			
229	114			
230	113			
231	116			
232	115			
233	115			
234	116			
235	113			
236	116			
237	115			
238	114			
239	116			
240	114			
241	115			
242	118			
243	114			
244	117			
245	116			
246	116			
247	117			
248	115			
249	116			
250	115			
251	115			
252	115			
253	115			
254	113			
255	115			
256	116			
257	115			
258	115			
259	112			
260	115			
261	114			
262	112			
263	114			
264	113			
265	113			
266	115			
267	113			
268	114			
269	115			
270	112			
271	117			
272	113			
273	114			
274	115			
275	111			
276	116			
277	115			
278	113			
279	116			
280	113			
281	114			
282	116			
283	112			
284	116			
285	113			
286	111			
287	114			

