Mode: M
Intg. Time(us): 1000
Saturation: 90

  0	114			
  1	115			
  2	117			
  3	113			
  4	116			
  5	116			
  6	116			
  7	118			
  8	117			
  9	114			
 10	115			
 11	115			
 12	116			
 13	115			
 14	114			
 15	115			
 16	116			
 17	115			
 18	117			
 19	114			
 20	117			
 21	116			
 22	115			
 23	117			
 24	114			
 25	115			
 26	118			
 27	114			
 28	118			
 29	115			
 30	117			
 31	121			
 32	124			
 33	134			
 34	151			
 35	185			
 36	245			
 37	330			
 38	437			
 39	526			
 40	566			
 41	573			
 42	553			
 43	535			
 44	549			
 45	560			
 46	599			
 47	656			
 48	753			
 49	885			
 50	1000			
 51	1000			
 52	1000			
 53	1000			
 54	1000			
 55	1000			
 56	1000			
 57	995			
 58	970			
 59	943			
 60	904			
 61	862			
 62	839			
 63	823			
 64	815			
 65	820			
 66	832			
 67	836			
 68	844			
 69	851			
 70	859			
 71	865			
 72	867			
 73	865			
 74	871			
 75	871			
 76	866			
 77	862			
 78	856			
 79	852			
 80	854			
 81	849			
 82	857			
 83	855			
 84	861			
 85	862			
 86	864			
 87	869			
 88	865			
 89	848			
 90	841			
 91	839			
 92	834			
 93	820			
 94	806			
 95	794			
 96	783			
 97	773			
 98	762			
 99	757			
100	745			
101	737			
102	727			
103	723			
104	712			
105	697			
106	698			
107	687			
108	682			
109	678			
110	676			
111	676			
112	676			
113	673			
114	669			
115	663			
116	665			
117	658			
118	654			
119	657			
120	653			
121	653			
122	649			
123	649			
124	649			
125	640			
126	634			
127	631			
128	623			
129	621			
130	614			
131	606			
132	603			
133	593			
134	586			
135	580			
136	566			
137	564			
138	553			
139	537			
140	522			
141	510			
142	501			
143	490			
144	480			
145	468			
146	452			
147	443			
148	433			
149	414			
150	400			
151	389			
152	375			
153	367			
154	355			
155	342			
156	333			
157	321			
158	313			
159	304			
160	292			
161	281			
162	275			
163	266			
164	257			
165	250			
166	243			
167	238			
168	227			
169	223			
170	218			
171	207			
172	205			
173	197			
174	190			
175	190			
176	183			
177	178			
178	179			
179	170			
180	170			
181	166			
182	161			
183	160			
184	155			
185	153			
186	153			
187	148			
188	149			
189	144			
190	144			
191	142			
192	138			
193	137			
194	138			
195	134			
196	135			
197	132			
198	132			
199	130			
200	128			
201	127			
202	128			
203	124			
204	124			
205	124			
206	123			
207	125			
208	122			
209	123			
210	124			
211	120			
212	122			
213	119			
214	119			
215	119			
216	117			
217	116			
218	117			
219	115			
220	119			
221	117			
222	116			
223	117			
224	114			
225	116			
226	118			
227	114			
228	117			
229	115			
230	115			
231	117			
232	115			
233	115			
234	117			
235	115			
236	117			
237	117			
238	116			
239	118			
240	116			
241	116			
242	119			
243	115			
244	117			
245	118			
246	117			
247	119			
248	116			
249	115			
250	116			
251	117			
252	117			
253	115			
254	114			
255	115			
256	114			
257	116			
258	115			
259	114			
260	116			
261	115			
262	112			
263	115			
264	113			
265	114			
266	116			
267	113			
268	114			
269	115			
270	113			
271	120			
272	114			
273	113			
274	116			
275	113			
276	117			
277	115			
278	113			
279	115			
280	114			
281	116			
282	116			
283	114			
284	116			
285	115			
286	116			
287	116			

