Mode: M
Intg. Time(us): 736
Saturation: 90

  0	112			
  1	114			
  2	115			
  3	111			
  4	115			
  5	113			
  6	112			
  7	115			
  8	113			
  9	113			
 10	115			
 11	113			
 12	114			
 13	112			
 14	114			
 15	116			
 16	113			
 17	114			
 18	115			
 19	111			
 20	117			
 21	113			
 22	113			
 23	116			
 24	112			
 25	113			
 26	114			
 27	113			
 28	113			
 29	112			
 30	113			
 31	116			
 32	115			
 33	119			
 34	123			
 35	132			
 36	147			
 37	164			
 38	179			
 39	192			
 40	198			
 41	204			
 42	209			
 43	213			
 44	225			
 45	236			
 46	257			
 47	288			
 48	325			
 49	382			
 50	473			
 51	588			
 52	729			
 53	857			
 54	924			
 55	935			
 56	904			
 57	828			
 58	764			
 59	719			
 60	684			
 61	649			
 62	606			
 63	569			
 64	533			
 65	518			
 66	513			
 67	513			
 68	518			
 69	524			
 70	528			
 71	531			
 72	543			
 73	544			
 74	557			
 75	563			
 76	568			
 77	570			
 78	577			
 79	579			
 80	584			
 81	583			
 82	599			
 83	607			
 84	616			
 85	618			
 86	628			
 87	634			
 88	629			
 89	633			
 90	632			
 91	626			
 92	632			
 93	623			
 94	615			
 95	612			
 96	608			
 97	605			
 98	599			
 99	595			
100	598			
101	594			
102	584			
103	586			
104	580			
105	569			
106	574			
107	568			
108	573			
109	567			
110	571			
111	579			
112	580			
113	578			
114	578			
115	582			
116	587			
117	585			
118	585			
119	593			
120	600			
121	601			
122	603			
123	599			
124	602			
125	595			
126	591			
127	594			
128	588			
129	588			
130	588			
131	583			
132	580			
133	570			
134	567			
135	557			
136	545			
137	541			
138	532			
139	519			
140	508			
141	491			
142	483			
143	480			
144	468			
145	450			
146	442			
147	425			
148	416			
149	399			
150	382			
151	373			
152	361			
153	354			
154	342			
155	331			
156	321			
157	308			
158	299			
159	292			
160	280			
161	272			
162	265			
163	255			
164	247			
165	238			
166	232			
167	229			
168	219			
169	215			
170	208			
171	200			
172	200			
173	194			
174	186			
175	183			
176	175			
177	175			
178	171			
179	166			
180	166			
181	163			
182	158			
183	156			
184	152			
185	147			
186	149			
187	143			
188	145			
189	142			
190	139			
191	139			
192	136			
193	136			
194	135			
195	132			
196	132			
197	130			
198	129			
199	128			
200	126			
201	125			
202	126			
203	122			
204	124			
205	123			
206	121			
207	121			
208	120			
209	121			
210	121			
211	120			
212	119			
213	117			
214	118			
215	118			
216	117			
217	118			
218	115			
219	113			
220	117			
221	115			
222	114			
223	117			
224	112			
225	114			
226	117			
227	113			
228	117			
229	114			
230	115			
231	117			
232	115			
233	115			
234	116			
235	114			
236	118			
237	114			
238	115			
239	115			
240	115			
241	114			
242	117			
243	112			
244	115			
245	116			
246	115			
247	117			
248	113			
249	114			
250	116			
251	115			
252	116			
253	115			
254	113			
255	115			
256	113			
257	114			
258	115			
259	113			
260	115			
261	115			
262	113			
263	115			
264	113			
265	114			
266	116			
267	112			
268	114			
269	114			
270	113			
271	116			
272	114			
273	114			
274	115			
275	113			
276	118			
277	115			
278	112			
279	115			
280	114			
281	115			
282	115			
283	111			
284	115			
285	114			
286	114			
287	115			

